,Player_Name,PA,BB/PA,Launch_Speed,BABIP,wOBA,xwOBA,HR/PA,R/PA,RBI/PA,BA,OBP
199,Jace Peterson,215,0.126,82.2,0.279,0.28,0.31,0.009302325581395349,0.06976744186046512,0.07906976744186046,0.215,0.318
200,Jackie Bradley Jr.,541,0.08900000000000001,83.3,0.294,0.313,0.315,0.031423290203327174,0.10720887245841035,0.11645101663585952,0.245,0.32299999999999995
201,Jacoby Ellsbury,409,0.1,80.9,0.304,0.326,0.312,0.017114914425427872,0.15892420537897312,0.09535452322738386,0.264,0.348
202,Jake Lamb,635,0.13699999999999998,82.4,0.287,0.353,0.35200000000000004,0.047244094488188976,0.14015748031496064,0.16535433070866143,0.248,0.35700000000000004
203,Jake Marisnick,259,0.077,80.5,0.32,0.343,0.292,0.06177606177606178,0.19305019305019305,0.13513513513513514,0.243,0.319
204,James McCann,391,0.066,81.9,0.3,0.316,0.338,0.03324808184143223,0.09974424552429667,0.12531969309462915,0.253,0.318
205,Jarrett Parker,177,0.056,79.0,0.343,0.299,0.29,0.022598870056497175,0.07909604519774012,0.12994350282485875,0.247,0.294
206,Jarrod Dyson,390,0.07200000000000001,76.7,0.285,0.29600000000000004,0.277,0.01282051282051282,0.14358974358974358,0.07692307692307693,0.251,0.324
207,Jason Castro,407,0.111,81.1,0.318,0.315,0.322,0.02457002457002457,0.12039312039312039,0.11547911547911548,0.242,0.333
208,Jason Heyward,481,0.085,81.7,0.284,0.311,0.315,0.02286902286902287,0.12266112266112267,0.12266112266112267,0.259,0.326
209,Jason Kipnis,373,0.075,81.6,0.256,0.3,0.3,0.032171581769437,0.11528150134048257,0.0938337801608579,0.232,0.29100000000000004
210,Javier Baez,508,0.059,82.9,0.345,0.326,0.29,0.045275590551181105,0.14763779527559054,0.14763779527559054,0.273,0.317
211,Jay Bruce,617,0.092,82.4,0.274,0.35,0.35100000000000003,0.05834683954619125,0.13290113452188007,0.16369529983792544,0.254,0.324
212,Jaycob Brugman,162,0.111,79.3,0.34,0.305,0.285,0.018518518518518517,0.07407407407407407,0.07407407407407407,0.266,0.34600000000000003
213,Jayson Werth,289,0.121,82.4,0.27,0.311,0.328,0.03460207612456748,0.12110726643598616,0.10034602076124567,0.226,0.322
214,Jean Segura,566,0.06,81.1,0.339,0.334,0.309,0.019434628975265017,0.1413427561837456,0.07950530035335689,0.3,0.349
215,Jed Lowrie,645,0.113,82.0,0.314,0.34700000000000003,0.365,0.021705426356589147,0.13333333333333333,0.10697674418604651,0.277,0.36
216,Jedd Gyorko,481,0.098,82.1,0.312,0.344,0.32299999999999995,0.04158004158004158,0.10810810810810811,0.1392931392931393,0.272,0.341
217,Jeff Mathis,203,0.069,79.6,0.309,0.262,0.254,0.009852216748768473,0.06403940886699508,0.054187192118226604,0.215,0.277
218,Jefry Marte,145,0.09,82.5,0.2,0.258,0.273,0.027586206896551724,0.06896551724137931,0.09655172413793103,0.173,0.269
219,Jeimer Candelario,142,0.092,83.8,0.35100000000000003,0.342,0.316,0.02112676056338028,0.1267605633802817,0.11267605633802817,0.28300000000000003,0.359
220,Jesse Winker,137,0.109,83.1,0.322,0.384,0.35,0.051094890510948905,0.15328467153284672,0.10948905109489052,0.298,0.375
221,Jesus Aguilar,311,0.08,83.4,0.337,0.35100000000000003,0.336,0.05144694533762058,0.12861736334405144,0.16720257234726688,0.265,0.331
222,Jesus Sucre,192,0.036000000000000004,81.4,0.275,0.29600000000000004,0.306,0.036458333333333336,0.10416666666666667,0.15104166666666666,0.256,0.289
223,Jett Bandy,188,0.08,80.2,0.259,0.28,0.279,0.031914893617021274,0.07446808510638298,0.09574468085106383,0.207,0.287
224,Jim Adduci,93,0.108,82.3,0.345,0.312,0.311,0.010752688172043012,0.15053763440860216,0.10752688172043011,0.241,0.32299999999999995
225,Joc Pederson,323,0.121,83.4,0.241,0.322,0.339,0.034055727554179564,0.13622291021671826,0.10835913312693499,0.212,0.331
226,Joe Mauer,597,0.111,85.0,0.349,0.349,0.373,0.011725293132328308,0.11557788944723618,0.11892797319932999,0.305,0.384
227,Joe Panik,573,0.08,81.0,0.301,0.329,0.312,0.017452006980802792,0.10471204188481675,0.0924956369982548,0.28800000000000003,0.34700000000000003
228,Joey Gallo,532,0.141,85.0,0.25,0.364,0.374,0.07706766917293233,0.15977443609022557,0.15037593984962405,0.209,0.333
229,Joey Rickard,277,0.032,78.8,0.303,0.269,0.253,0.01444043321299639,0.10469314079422383,0.06859205776173286,0.241,0.276
230,Joey Votto,707,0.19,81.8,0.321,0.428,0.424,0.05091937765205092,0.14992927864214992,0.14144271570014144,0.32,0.454
231,Johan Camargo,256,0.047,82.7,0.364,0.33,0.297,0.015625,0.1171875,0.10546875,0.299,0.331
232,John Hicks,190,0.068,79.1,0.342,0.328,0.326,0.031578947368421054,0.13157894736842105,0.11578947368421053,0.266,0.326
233,John Jaso,302,0.132,80.7,0.243,0.317,0.336,0.033112582781456956,0.09271523178807947,0.11589403973509933,0.211,0.328
234,Jon Jay,433,0.085,79.2,0.368,0.33,0.324,0.004618937644341801,0.15011547344110854,0.07852193995381063,0.29600000000000004,0.374
235,Jonathan Lucroy,481,0.096,81.4,0.28600000000000003,0.311,0.32299999999999995,0.012474012474012475,0.09355509355509356,0.08316008316008316,0.265,0.345
236,Jonathan Schoop,675,0.052000000000000005,82.0,0.33,0.355,0.325,0.047407407407407405,0.1362962962962963,0.15555555555555556,0.293,0.338
237,Jonathan Villar,436,0.069,82.2,0.33,0.287,0.259,0.02522935779816514,0.11238532110091744,0.09174311926605505,0.241,0.293
238,Jordan Luplow,87,0.069,80.9,0.241,0.284,0.275,0.034482758620689655,0.06896551724137931,0.12643678160919541,0.205,0.276
239,Jordy Mercer,558,0.091,81.6,0.284,0.308,0.307,0.025089605734767026,0.0931899641577061,0.1039426523297491,0.255,0.326
240,Jorge Alfaro,114,0.026,82.2,0.42,0.369,0.322,0.043859649122807015,0.10526315789473684,0.12280701754385964,0.318,0.36
241,Jorge Bonifacio,422,0.083,81.0,0.324,0.32299999999999995,0.324,0.04028436018957346,0.13033175355450238,0.0947867298578199,0.255,0.32
242,Jorge Polanco,544,0.075,80.2,0.278,0.309,0.282,0.02389705882352941,0.11029411764705882,0.13602941176470587,0.256,0.313
243,Jorge Soler,110,0.109,82.4,0.203,0.226,0.264,0.01818181818181818,0.06363636363636363,0.05454545454545454,0.14400000000000002,0.245
244,Jose Abreu,675,0.052000000000000005,85.8,0.33,0.377,0.364,0.04888888888888889,0.14074074074074075,0.1511111111111111,0.304,0.354
245,Jose Altuve,662,0.08800000000000001,81.0,0.37,0.405,0.349,0.03625377643504532,0.1691842900302115,0.12235649546827794,0.34600000000000003,0.41
246,Jose Bautista,686,0.122,82.4,0.239,0.295,0.304,0.033527696793002916,0.13411078717201166,0.09475218658892129,0.203,0.308
247,Jose Iglesias,489,0.043,79.1,0.285,0.28300000000000003,0.266,0.012269938650306749,0.11451942740286299,0.11042944785276074,0.255,0.28800000000000003
248,Jose Lobaton,158,0.08900000000000001,79.8,0.194,0.232,0.301,0.02531645569620253,0.06962025316455696,0.06962025316455696,0.17,0.248
249,Jose Martinez,307,0.104,84.5,0.35,0.379,0.411,0.04560260586319218,0.15309446254071662,0.1498371335504886,0.309,0.379
250,Jose Osuna,227,0.04,81.6,0.254,0.293,0.29600000000000004,0.030837004405286344,0.13656387665198239,0.13215859030837004,0.233,0.269
251,Jose Peraza,518,0.039,77.2,0.293,0.273,0.284,0.009652509652509652,0.09652509652509653,0.07142857142857142,0.259,0.297
252,Jose Pirela,344,0.078,82.6,0.343,0.355,0.312,0.029069767441860465,0.125,0.11627906976744186,0.28800000000000003,0.34700000000000003
253,Jose Ramirez,645,0.081,83.2,0.319,0.396,0.355,0.04496124031007752,0.16589147286821707,0.12868217054263567,0.318,0.374
254,Jose Reyes,561,0.08900000000000001,79.3,0.263,0.312,0.28800000000000003,0.026737967914438502,0.13368983957219252,0.10338680926916222,0.246,0.315
255,Josh Bell,620,0.106,82.3,0.278,0.338,0.332,0.041935483870967745,0.12096774193548387,0.14516129032258066,0.255,0.334
256,Josh Donaldson,496,0.153,83.3,0.289,0.396,0.384,0.06653225806451613,0.1310483870967742,0.15725806451612903,0.27,0.385
257,Josh Harrison,542,0.052000000000000005,80.3,0.303,0.332,0.31,0.02952029520295203,0.12177121771217712,0.08671586715867159,0.272,0.339
258,Josh Phegley,161,0.056,82.4,0.223,0.256,0.298,0.018633540372670808,0.08695652173913043,0.062111801242236024,0.201,0.255
259,Josh Reddick,540,0.08,83.1,0.339,0.35700000000000004,0.33,0.024074074074074074,0.1425925925925926,0.15185185185185185,0.314,0.363
260,Josh Rutledge,118,0.076,82.2,0.316,0.255,0.258,0.0,0.0847457627118644,0.07627118644067797,0.224,0.297
261,Juan Graterol,87,0.011,78.4,0.233,0.196,0.243,0.0,0.05747126436781609,0.11494252873563218,0.202,0.207
262,Juan Lagares,272,0.051,79.5,0.309,0.287,0.264,0.011029411764705883,0.13602941176470587,0.05514705882352941,0.25,0.29600000000000004
263,Justin Bour,429,0.11,83.1,0.322,0.374,0.374,0.05827505827505827,0.12121212121212122,0.19347319347319347,0.289,0.366
264,Justin Smoak,637,0.115,83.8,0.285,0.371,0.388,0.059654631083202514,0.13343799058084774,0.141287284144427,0.27,0.355
265,Justin Turner,543,0.109,83.7,0.326,0.4,0.397,0.03867403314917127,0.13259668508287292,0.13075506445672191,0.322,0.415
266,Justin Upton,635,0.117,82.3,0.341,0.378,0.353,0.05511811023622047,0.15748031496062992,0.17165354330708663,0.273,0.361
267,Kaleb Cowart,117,0.085,77.1,0.282,0.301,0.306,0.02564102564102564,0.15384615384615385,0.09401709401709402,0.225,0.313
268,Kelby Tomlinson,222,0.104,76.8,0.327,0.28600000000000003,0.266,0.0045045045045045045,0.14414414414414414,0.04954954954954955,0.258,0.332
269,Kendrys Morales,608,0.071,85.4,0.278,0.32,0.358,0.046052631578947366,0.11019736842105263,0.13980263157894737,0.25,0.308
270,Kennys Vargas,264,0.076,79.9,0.325,0.32299999999999995,0.303,0.041666666666666664,0.125,0.1553030303030303,0.253,0.314
271,Keon Broxton,463,0.086,79.8,0.32299999999999995,0.308,0.294,0.04319654427645788,0.14254859611231102,0.10583153347732181,0.22,0.299
272,Ketel Marte,255,0.114,81.2,0.29,0.319,0.342,0.0196078431372549,0.11764705882352941,0.07058823529411765,0.26,0.345
273,Kevan Smith,294,0.031,79.6,0.32299999999999995,0.3,0.289,0.013605442176870748,0.0782312925170068,0.10204081632653061,0.28300000000000003,0.309
274,Kevin Kiermaier,421,0.07400000000000001,79.8,0.337,0.337,0.279,0.035629453681710214,0.1330166270783848,0.09263657957244656,0.276,0.338
275,Kevin Pillar,632,0.052000000000000005,80.1,0.28,0.302,0.302,0.02531645569620253,0.11392405063291139,0.06645569620253164,0.256,0.3
276,Kevin Plawecki,118,0.119,80.9,0.284,0.331,0.35,0.025423728813559324,0.09322033898305085,0.11016949152542373,0.26,0.364
277,Khris Davis,652,0.112,85.0,0.29,0.361,0.383,0.06595092024539877,0.13957055214723926,0.1687116564417178,0.247,0.336
278,Kole Calhoun,654,0.109,81.8,0.284,0.315,0.328,0.0290519877675841,0.11773700305810397,0.10856269113149847,0.244,0.333
279,Kolten Wong,411,0.1,79.5,0.331,0.336,0.321,0.009732360097323601,0.13381995133819952,0.10218978102189781,0.285,0.376
280,Kris Bryant,665,0.14300000000000002,81.3,0.334,0.399,0.3670000000000001,0.04360902255639098,0.16691729323308271,0.10977443609022557,0.295,0.409
281,Kurt Suzuki,309,0.055,81.1,0.268,0.3720000000000001,0.337,0.061488673139158574,0.12297734627831715,0.16181229773462782,0.28300000000000003,0.35100000000000003
282,Kyle Schwarber,486,0.121,83.8,0.244,0.333,0.341,0.06172839506172839,0.13786008230452676,0.12139917695473251,0.211,0.315
283,Kyle Seager,650,0.08900000000000001,83.3,0.262,0.326,0.344,0.04153846153846154,0.11076923076923077,0.13538461538461538,0.249,0.32299999999999995
284,Lane Adams,122,0.08199999999999999,80.1,0.368,0.344,0.321,0.040983606557377046,0.1557377049180328,0.16393442622950818,0.275,0.339
285,Leonys Martin,138,0.058,78.3,0.207,0.224,0.258,0.021739130434782608,0.10144927536231885,0.06521739130434782,0.172,0.232
286,Leury Garcia,326,0.04,79.6,0.321,0.317,0.287,0.027607361963190184,0.12576687116564417,0.10122699386503067,0.27,0.316
287,Logan Forsythe,439,0.157,84.0,0.299,0.307,0.329,0.01366742596810934,0.1275626423690205,0.08200455580865604,0.224,0.35100000000000003
288,Logan Morrison,601,0.135,81.6,0.268,0.363,0.3670000000000001,0.0632279534109817,0.12479201331114809,0.14143094841930118,0.246,0.353
289,Lonnie Chisenhall,270,0.093,80.9,0.326,0.369,0.33,0.044444444444444446,0.1259259259259259,0.1962962962962963,0.28800000000000003,0.36
290,Lorenzo Cain,645,0.084,81.6,0.34,0.34700000000000003,0.333,0.023255813953488372,0.13333333333333333,0.07596899224806201,0.3,0.363
291,Lucas Duda,491,0.122,84.0,0.238,0.341,0.353,0.06109979633401222,0.10183299389002037,0.13034623217922606,0.217,0.322
292,Luis Torrens,139,0.086,79.5,0.215,0.197,0.267,0.0,0.050359712230215826,0.050359712230215826,0.163,0.243
293,Luis Valbuena,401,0.12,82.6,0.21,0.308,0.312,0.05486284289276808,0.10473815461346633,0.16209476309226933,0.199,0.294
294,Luke Maile,136,0.022,77.5,0.181,0.17800000000000002,0.202,0.014705882352941176,0.07352941176470588,0.051470588235294115,0.146,0.17600000000000002
295,Luke Voit,124,0.056,82.9,0.304,0.316,0.334,0.03225806451612903,0.14516129032258066,0.14516129032258066,0.246,0.306
296,Maikel Franco,623,0.066,83.5,0.234,0.292,0.302,0.038523274478330656,0.10593900481540931,0.12199036918138041,0.23,0.281
297,Mallex Smith,282,0.08199999999999999,74.0,0.34700000000000003,0.301,0.239,0.0070921985815602835,0.11702127659574468,0.0425531914893617,0.27,0.329
298,Manny Machado,690,0.07200000000000001,84.9,0.265,0.328,0.35700000000000004,0.04782608695652174,0.11739130434782609,0.13768115942028986,0.259,0.31
299,Manny Pina,359,0.056,82.2,0.339,0.32299999999999995,0.299,0.025069637883008356,0.12534818941504178,0.11977715877437325,0.279,0.327
300,Manuel Margot,529,0.066,79.5,0.309,0.309,0.287,0.024574669187145556,0.1001890359168242,0.07372400756143667,0.263,0.313
301,Marcell Ozuna,679,0.094,82.9,0.355,0.388,0.36,0.054491899852724596,0.13696612665684832,0.18262150220913106,0.312,0.376
302,Marcus Semien,386,0.098,81.4,0.3,0.314,0.305,0.025906735751295335,0.13730569948186527,0.10362694300518134,0.249,0.325
303,Mark Canha,187,0.037000000000000005,81.5,0.274,0.276,0.272,0.026737967914438502,0.0855614973262032,0.0748663101604278,0.208,0.262
304,Mark Reynolds,593,0.116,81.1,0.343,0.35700000000000004,0.321,0.050590219224283306,0.13827993254637436,0.163575042158516,0.267,0.35200000000000004
305,Mark Trumbo,603,0.07,83.5,0.278,0.295,0.29100000000000004,0.03814262023217247,0.1310116086235489,0.1077943615257048,0.234,0.289
306,Martin Maldonado,471,0.032,78.9,0.273,0.279,0.275,0.029723991507430998,0.09129511677282377,0.08067940552016985,0.221,0.276
307,Martin Prado,147,0.041,82.1,0.282,0.274,0.273,0.013605442176870748,0.08843537414965986,0.08163265306122448,0.25,0.279
308,Marwin Gonzalez,515,0.095,82.6,0.343,0.382,0.32,0.04466019417475728,0.13009708737864079,0.17475728155339806,0.303,0.377
309,Matt Adams,367,0.063,83.2,0.311,0.34600000000000003,0.34,0.05449591280653951,0.12534059945504086,0.1771117166212534,0.274,0.319
310,Matt Carpenter,622,0.175,83.5,0.274,0.361,0.376,0.03697749196141479,0.14630225080385853,0.11093247588424437,0.241,0.384
311,Matt Chapman,326,0.098,83.5,0.29,0.332,0.314,0.04294478527607362,0.1196319018404908,0.12269938650306748,0.234,0.313
312,Matt Davidson,443,0.043,82.7,0.285,0.297,0.298,0.05869074492099323,0.09706546275395034,0.15349887133182843,0.22,0.26
313,Matt Holliday,427,0.108,82.5,0.273,0.32,0.333,0.04449648711943794,0.117096018735363,0.14988290398126464,0.231,0.316
314,Matt Joyce,544,0.121,82.7,0.263,0.343,0.35,0.04595588235294118,0.14338235294117646,0.125,0.243,0.335
315,Matt Kemp,467,0.058,83.1,0.318,0.328,0.35,0.04068522483940043,0.1006423982869379,0.13704496788008566,0.276,0.318
316,Matt Olson,216,0.102,85.4,0.238,0.411,0.38,0.1111111111111111,0.1527777777777778,0.20833333333333334,0.259,0.35200000000000004
317,Matt Reynolds,130,0.108,81.7,0.333,0.282,0.255,0.007692307692307693,0.09230769230769231,0.038461538461538464,0.23,0.326
318,Matt Szczur,237,0.14300000000000002,77.7,0.275,0.316,0.284,0.012658227848101266,0.11814345991561181,0.0759493670886076,0.226,0.35
319,Matt Wieters,465,0.08199999999999999,80.0,0.264,0.273,0.293,0.021505376344086023,0.09247311827956989,0.11182795698924732,0.225,0.28800000000000003
320,Max Kepler,568,0.083,82.2,0.276,0.315,0.298,0.03345070422535211,0.11795774647887323,0.12147887323943662,0.243,0.312
321,Max Moroff,140,0.114,79.8,0.28,0.28,0.282,0.02142857142857143,0.1357142857142857,0.15,0.2,0.302
322,Melky Cabrera,666,0.054000000000000006,83.4,0.299,0.319,0.336,0.025525525525525526,0.11711711711711711,0.12762762762762764,0.285,0.324
323,Michael Brantley,375,0.083,83.8,0.325,0.342,0.344,0.024,0.12533333333333332,0.13866666666666666,0.299,0.35700000000000004
324,Michael Conforto,440,0.13,83.8,0.328,0.392,0.376,0.06136363636363636,0.16363636363636364,0.15454545454545454,0.279,0.384
325,Michael Saunders,234,0.064,80.4,0.242,0.256,0.274,0.02564102564102564,0.1111111111111111,0.08974358974358974,0.202,0.256
326,Michael Taylor,432,0.067,81.4,0.363,0.338,0.294,0.04398148148148148,0.12731481481481483,0.12268518518518519,0.271,0.32
327,Miguel Cabrera,529,0.102,84.5,0.292,0.313,0.382,0.030245746691871456,0.0945179584120983,0.11342155009451796,0.249,0.329
328,Miguel Montero,213,0.108,81.7,0.254,0.289,0.28,0.028169014084507043,0.11267605633802817,0.07511737089201878,0.21600000000000005,0.31
329,Miguel Rojas,306,0.08800000000000001,77.6,0.324,0.318,0.313,0.0032679738562091504,0.12091503267973856,0.08496732026143791,0.29,0.361
330,Miguel Sano,483,0.112,85.4,0.375,0.361,0.348,0.057971014492753624,0.15527950310559005,0.15942028985507245,0.264,0.35200000000000004
331,Mike Aviles,97,0.062,76.2,0.271,0.256,0.251,0.010309278350515464,0.05154639175257732,0.08247422680412371,0.233,0.298
332,Mike Moustakas,598,0.057,81.8,0.263,0.345,0.339,0.06354515050167224,0.1254180602006689,0.14214046822742474,0.272,0.314
333,Mike Napoli,485,0.101,83.3,0.225,0.302,0.311,0.05979381443298969,0.12371134020618557,0.1360824742268041,0.193,0.285
334,Mike Trout,507,0.185,82.2,0.318,0.4370000000000001,0.423,0.0650887573964497,0.1814595660749507,0.14201183431952663,0.306,0.442
335,Mike Zunino,435,0.09,82.5,0.355,0.355,0.32299999999999995,0.05747126436781609,0.11954022988505747,0.1471264367816092,0.251,0.331
336,Mikie Mahtook,379,0.061,82.3,0.324,0.335,0.316,0.0316622691292876,0.13192612137203166,0.10026385224274406,0.276,0.33
337,Mitch Haniger,410,0.076,82.3,0.338,0.36,0.325,0.03902439024390244,0.14146341463414633,0.11463414634146342,0.282,0.35200000000000004
338,Mitch Moreland,576,0.099,84.2,0.278,0.326,0.371,0.03819444444444445,0.1267361111111111,0.1371527777777778,0.246,0.326
339,Mookie Betts,712,0.108,83.6,0.268,0.339,0.34,0.033707865168539325,0.14185393258426968,0.14325842696629212,0.264,0.344
340,Neil Walker,448,0.123,81.6,0.297,0.34600000000000003,0.341,0.03125,0.13169642857142858,0.109375,0.265,0.362
341,Nelson Cruz,645,0.109,85.0,0.315,0.385,0.402,0.06046511627906977,0.14108527131782947,0.18449612403100776,0.28800000000000003,0.375
342,Nicholas Castellanos,665,0.062,83.0,0.313,0.341,0.366,0.039097744360902256,0.10977443609022557,0.1518796992481203,0.272,0.32
343,Nick Ahmed,178,0.056,80.0,0.295,0.3,0.267,0.033707865168539325,0.1348314606741573,0.11797752808988764,0.251,0.298
344,Nick Franklin,119,0.084,79.1,0.207,0.25,0.312,0.01680672268907563,0.07563025210084033,0.10084033613445378,0.179,0.269
345,Nick Hundley,303,0.04,81.3,0.307,0.289,0.289,0.0297029702970297,0.0891089108910891,0.11551155115511551,0.244,0.272
346,Nick Markakis,670,0.101,83.5,0.324,0.321,0.328,0.011940298507462687,0.11343283582089553,0.11343283582089553,0.275,0.354
347,Nick Williams,343,0.058,80.9,0.375,0.344,0.314,0.03498542274052478,0.13119533527696792,0.16034985422740525,0.28800000000000003,0.338
348,Nicky Delmonico,166,0.139,77.3,0.277,0.369,0.325,0.05421686746987952,0.15060240963855423,0.13855421686746988,0.262,0.373
349,Nolan Arenado,680,0.091,83.6,0.32,0.395,0.363,0.054411764705882354,0.14705882352941177,0.19117647058823528,0.309,0.373
350,Nomar Mazara,616,0.08900000000000001,83.4,0.293,0.317,0.317,0.032467532467532464,0.1038961038961039,0.16396103896103897,0.253,0.32299999999999995
351,Norichika Aoki,374,0.078,82.5,0.301,0.315,0.29100000000000004,0.013368983957219251,0.12834224598930483,0.09358288770053476,0.277,0.335
352,Odubel Herrera,563,0.055,81.1,0.345,0.329,0.304,0.02486678507992895,0.11900532859680284,0.0994671403197158,0.281,0.325
353,Omar Narvaez,295,0.129,77.5,0.33,0.321,0.317,0.006779661016949152,0.07796610169491526,0.04745762711864407,0.277,0.373
354,Orlando Arcia,548,0.066,80.5,0.317,0.309,0.284,0.02737226277372263,0.10218978102189781,0.09671532846715329,0.277,0.324
355,Ozzie Albies,244,0.086,82.0,0.316,0.34700000000000003,0.33,0.02459016393442623,0.13934426229508196,0.11475409836065574,0.28600000000000003,0.354
356,Pablo Sandoval,279,0.057,82.4,0.24,0.271,0.293,0.03225806451612903,0.0967741935483871,0.11469534050179211,0.22,0.265
357,Pat Valaika,195,0.036000000000000004,79.1,0.29100000000000004,0.338,0.255,0.06666666666666667,0.14358974358974358,0.20512820512820512,0.258,0.284
358,Patrick Kivlehan,204,0.108,79.2,0.257,0.303,0.284,0.04411764705882353,0.11274509803921569,0.12745098039215685,0.208,0.304
359,Paul DeJong,443,0.047,80.4,0.349,0.359,0.32299999999999995,0.056433408577878104,0.12415349887133183,0.14672686230248308,0.285,0.325
360,Paul Goldschmidt,665,0.141,85.3,0.343,0.4,0.397,0.05413533834586466,0.17593984962406015,0.18045112781954886,0.297,0.404
361,Paulo Orlando,90,0.011,82.8,0.234,0.228,0.292,0.022222222222222223,0.1,0.06666666666666667,0.198,0.225
362,Peter Bourjos,203,0.059,80.3,0.282,0.28,0.236,0.024630541871921183,0.1330049261083744,0.07389162561576355,0.223,0.272
363,Rafael Devers,240,0.075,82.5,0.342,0.344,0.29600000000000004,0.041666666666666664,0.14166666666666666,0.125,0.284,0.338
364,Raimel Tapia,171,0.047,75.4,0.361,0.322,0.272,0.011695906432748537,0.15789473684210525,0.0935672514619883,0.28800000000000003,0.329
365,Rajai Davis,366,0.07400000000000001,80.0,0.297,0.279,0.261,0.01366120218579235,0.15300546448087432,0.0546448087431694,0.235,0.293
366,Randal Grichuk,442,0.059,83.6,0.293,0.315,0.321,0.049773755656108594,0.11990950226244344,0.1334841628959276,0.238,0.285
367,Rene Rivera,237,0.059,80.7,0.324,0.31,0.32299999999999995,0.04219409282700422,0.0970464135021097,0.14767932489451477,0.252,0.305
368,Rey Fuentes,145,0.055,77.6,0.29600000000000004,0.268,0.256,0.020689655172413793,0.1310344827586207,0.06206896551724138,0.235,0.278
369,Rhys Hoskins,212,0.175,83.6,0.241,0.417,0.399,0.08490566037735849,0.17452830188679244,0.22641509433962265,0.259,0.396
370,Rickie Weeks Jr.,112,0.107,81.8,0.413,0.297,0.261,0.017857142857142856,0.11607142857142858,0.07142857142857142,0.21600000000000005,0.321
371,Rio Ruiz,173,0.11,82.9,0.231,0.261,0.303,0.023121387283236993,0.12716763005780346,0.10982658959537572,0.193,0.28300000000000003
372,Rob Refsnyder,98,0.08199999999999999,82.3,0.211,0.209,0.274,0.0,0.08163265306122448,0.0,0.17,0.247
373,Robbie Grossman,456,0.147,80.0,0.287,0.329,0.341,0.019736842105263157,0.13596491228070176,0.09868421052631579,0.246,0.361
374,Roberto Perez,248,0.105,80.8,0.266,0.289,0.295,0.03225806451612903,0.08870967741935484,0.1532258064516129,0.207,0.29100000000000004
375,Robinson Cano,648,0.076,85.0,0.294,0.334,0.363,0.035493827160493825,0.12191358024691358,0.14969135802469136,0.28,0.338
376,Robinson Chirinos,309,0.11,83.4,0.298,0.369,0.334,0.05501618122977346,0.1488673139158576,0.12297734627831715,0.255,0.36
377,Ronald Torreyes,336,0.033,76.9,0.326,0.297,0.241,0.008928571428571428,0.10416666666666667,0.10714285714285714,0.292,0.314
378,Rougned Odor,651,0.049,83.3,0.224,0.272,0.285,0.04608294930875576,0.12135176651305683,0.1152073732718894,0.204,0.252
379,Ruben Tejada,124,0.065,81.8,0.265,0.259,0.311,0.0,0.13709677419354838,0.04032258064516129,0.23,0.293
380,Russell Martin,365,0.13699999999999998,83.8,0.261,0.324,0.338,0.03561643835616438,0.13424657534246576,0.0958904109589041,0.221,0.343
381,Ryan Braun,425,0.08900000000000001,83.5,0.292,0.34700000000000003,0.344,0.04,0.13647058823529412,0.1223529411764706,0.268,0.336
382,Ryan Goins,459,0.068,80.1,0.28300000000000003,0.278,0.261,0.0196078431372549,0.08061002178649238,0.13507625272331156,0.237,0.28600000000000003
383,Ryan Hanigan,112,0.071,79.0,0.338,0.289,0.263,0.017857142857142856,0.08035714285714286,0.10714285714285714,0.267,0.324
384,Ryan Rua,144,0.097,80.3,0.338,0.278,0.278,0.020833333333333332,0.11805555555555555,0.08333333333333333,0.217,0.294
385,Ryan Schimpf,197,0.13699999999999998,82.5,0.145,0.304,0.29100000000000004,0.07106598984771574,0.1218274111675127,0.12690355329949238,0.158,0.284
386,Ryan Zimmerman,576,0.076,85.8,0.335,0.387,0.375,0.0625,0.15625,0.1875,0.303,0.358
387,Ryder Jones,164,0.061,79.2,0.25,0.223,0.225,0.012195121951219513,0.07317073170731707,0.03048780487804878,0.173,0.244
388,Ryon Healy,605,0.038,83.4,0.319,0.32,0.313,0.04132231404958678,0.10909090909090909,0.12892561983471074,0.271,0.302
389,Salvador Perez,499,0.034,83.9,0.28,0.329,0.345,0.05410821643286573,0.11422845691382766,0.16032064128256512,0.268,0.297
390,Sam Travis,83,0.07200000000000001,82.6,0.377,0.29600000000000004,0.275,0.0,0.1566265060240964,0.012048192771084338,0.263,0.325
391,Sandy Leon,301,0.083,78.3,0.28,0.279,0.269,0.023255813953488372,0.10631229235880399,0.12956810631229235,0.225,0.29
392,Scooter Gennett,497,0.06,81.3,0.339,0.3670000000000001,0.312,0.05432595573440644,0.16096579476861167,0.19517102615694165,0.295,0.342
393,Scott Schebler,531,0.073,82.5,0.248,0.33,0.339,0.05649717514124294,0.11864406779661017,0.12617702448210924,0.233,0.307
394,Sean Rodriguez,153,0.105,78.0,0.243,0.257,0.255,0.032679738562091505,0.11764705882352941,0.05228758169934641,0.16699999999999998,0.276
395,Seth Smith,373,0.097,84.6,0.301,0.332,0.35,0.03485254691689008,0.13404825737265416,0.08579088471849866,0.258,0.34
396,Shane Peterson,88,0.057,80.4,0.316,0.304,0.27,0.022727272727272728,0.10227272727272728,0.125,0.253,0.31
397,Shin-Soo Choo,636,0.121,83.2,0.305,0.339,0.364,0.03459119496855346,0.1509433962264151,0.12264150943396226,0.261,0.35700000000000004
